950106013-044	19	23	しかし、並立制が連立政権を求めている	かというと	、そうではない。	1=>W:話題,0=>その他
950106077-004	16	19	これを受ける形で、総選挙の時期	について	は「懸案の政治改革関連法がまとまったのだから、世に信を問うことが必要」、「おぜん立ては整った」、「早い方が良い」と三首脳が早期解散論に傾いたのに対し、自民党支持の商工団体を抱える日本商工会議所の稲葉興作会頭は「課題を片付けるために、一年ぐらい先がメド」と一線を画した。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950106138-002	40	43	同党同党が北海道知事選に出馬を要請している社会党の伊東秀子衆院議員の政治的経歴	について	、「頭のいい人は若いころは『左』になる」と、マスコミ界や財界の有力者の実名を挙げ、「みんな若いころは『左』だった。伊東君もその一人一人で、いわば転向者だ」と述べた。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950106010-001	33	36	外務省首脳は５日、今月予定されているロシアのコズイレフ外相の訪日	について	、「チェチェン情勢がこういう状況で国をあけられるかどうか」と述べ、訪日実現は難しいとの見通しを示した。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950106192-005	31	34	また、昨年七月、金日成主席の死去により延期された南北首脳会談	について	「延期を通告してきた北韓の方から開催を要請してくるのが順序だ」と指摘、韓国側から先に、開催を呼びかけない方針を示した。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950106155-001	50	53	関西経済連合会の川上哲郎会長は五日の年頭記者会見で、関西国際空港の滑走路をさらに二本増やす全体構想	について	、一期工事と同様の株式会社である関西国際空港会社による建設は不可能という見方を示した。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950106169-002	16	19	渡辺氏が四日の講演で次期参院選	について	「社会党と連合が独占している二十二十三選挙区でも自民党から候補者を出すべきだ」と、選挙協力よりも独自候補擁立を優先する発言をしたことに対するもので、亀井運輸相は閣議後の懇談の席で「三党の協力を壊すような発言は許せない。河野総裁に指導をお願いした。あれは反党反党的言動だ」と厳しい調子で批判した。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950106001-004	38	41	両党両党は今後、政策と選挙の双方で連携を深めることになるが、焦点の新党結成	について	は、政党間だけの協議にとどめず、学識経験者、市民グループ代表らを交えて協議する方針で、結成を無理に急ぐ必要はないとの立場と見られる。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950106129-004	28	31	同議員の提案では、重罪、軽罪軽罪を問わず、すべての犯罪	について	州裁判所の判事は被告人にムチ打ちムチ打ち刑を宣告できる。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950402033-012	39	42	判決は、抗告訴訟についての国側国側の主張を門前払いにしたうえで、二十二十一点	について	も「秘密として保護に値する内容ではない」と公開を求めた。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950106013-064	9	12	小選挙区制の導入	について	、二大政党でパラレルになるというが、一党が大きくなり過ぎて一対〇・五になる可能性もなきにしもあらずだ。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950401039-023	6	9	今後の推進	について	も各省庁に内外の意見・要望を聞く窓口を設置してフォローアップの充実を図り、「規制緩和白書」を毎年度毎年度、発行するとしている。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950106188-002	30	33	ペリー米国防長官は五日、ワシントンで講演し、チェチェン情勢	について	「ロシア軍の戦術は多くの一般市民に犠牲を出しており、我々の懸念は強まっている」と述べた。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950106168-009	24	27	さらに、安保理による経済封鎖決議などの制裁措置	について	も「人道支援などへのマイナス面もある」と事前評価の必要性を強調。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950106016-001	56	59	社会党は五日、三役懇談会を開き、「民主リベラル新党」結成に向け二月十一日をめどに開催する臨時党大会の性格や議案	について	協議する臨時中央執行委員会を、今月十日に開くことを決めた。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950106077-005	7	10	景気の見通し	について	豊田会長は「円高円高と設備投資という構造的な問題を抱えているため実感できない」とし、稲葉会頭も「実感できるまで、まだ一年はかかる」との見通しを示した。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950106155-004	20	23	この日の会見で、川上会長は上下分離方式	について	「一昨年から構想はあった。有力な案と思っている」と同案を軸に地元案を調整する考えを示唆。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950106014-001	51	54	五十嵐広三官房長官は五日夜、神奈川県知事選で共産党を除く各党が石原信雄官房副長官の擁立で合意したこと	について	、記者団に「与党首脳の判断もあるだろうだろうが、石原氏は村山内閣にとって重要な人であるという考えに変わりはない」と述べ、慎重に対応する姿勢をにじませた。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950106138-003	8	11	また、道知事選	について	、「伊東君は二、三二、三二、三日のうちに要請を受ける。その際には社会党の国会議員三人が脱党し、応援することになる」と、伊東氏が自民推薦で出馬し、社会党内部にも同調する動きが出るとの見通しを示した。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950106011-011	4	7	山花氏	について	周辺は「離党の意思は固めている」と語る。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950402033-012	9	12	判決は、抗告訴訟	について	の国側国側の主張を門前払いにしたうえで、二十二十一点についても「秘密として保護に値する内容ではない」と公開を求めた。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950106211-021	5	8	節食行動	について	も研究した。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950106055-004	56	59	マラウイからの報道によると、政府の調査委員会は一九八三年五月に「交通事故で死亡」とされた三閣僚、一国会議員の死	について	、「当時の警察特別機動部隊の指示により殺害、事故に偽装された事件」とする報告書を発表した。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950402033-010	66	69	国はその後、このうち二十二十三点の公開は「やむを得ない」と認めたものの、主に主に電子機器などを置いてある地下部分の資料二十二十一点	について	は「ＡＳＷＯＣはシーレーン防衛のための中枢基地であり、公開されると国防や警備上、重大な支障が生じる」などと主張、決定の取り消しなどを要求して争ってきた。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950106079-003	8	11	九五年の見通し	について	、自販連は「景気回復に伴う買い替え需要が続くことや、二年に一度の東京モーターショーで、各社が相次いで新車を投入する」ため、九二年以来、三年ぶりに五百五百万台まで回復するのは確実とみている。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950106211-024	19	22	「『徹子の部屋』におけるあいづち表現	について	」をテーマにした。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950106077-003	5	8	規制緩和	について	は「今年は計画を作り、実行する年」と位置付けながらも、「経済的規制の撤廃はほとんど進んでおらず、小康状態に甘んじている」と政治のリーダーシップが欠けている現状に不満を見せた。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950106077-002	37	40	早期解散・総選挙を三首脳が主張する一方、景気見通しには依然慎重で、賃上げ	について	もベースアップ・ゼロや春闘方式の抜本的な見直しを強調するなど厳しい姿勢を共通して示した。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950106021-006	59	62	ＣＩＡ関係筋は、ＣＩＡの情報提供者となっていた自社自社両党両党の議員の名前を明らかにすることを拒否したが、社会党議員	について	は「長老で、一九八〇年代に月二十二十五万円の報酬を手渡し、党の運動方針などを聞いた」とだけ述べた。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950106014-002	13	16	一方、石原氏は同日、出馬	について	「仮定の質問には答えられない」と語った。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950106155-005	11	14	また、財界の資金協力	について	「応分の負担はする」としながらも、「固定資産税、事業税を払わなければならない。それらの経営技術的問題を解決しない限り、できないのは明白」と現状のまま、財界負担額を明示することに難色を示した。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950106013-019	6	9	日本の進路	について	の考え方は違うが、小沢さんの明確さには敬意を表している。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
950106151-001	35	38	さきがけの武村正義代表は五日、地元の滋賀県で記者会見し、今夏の参院選	について	、党公認候補として選挙区で計八、九八、九八、九人を擁立する方針を初めて表明した。	1=>P:対象,2=>P:割合,3=>N:対象,0=>その他
